"x0","y0","c0","x1","y1","c1","x2","y2","c2","x3","y3","c3","x4","y4","c4","x5","y5","c5","x6","y6","c6","x7","y7","c7","x8","y8","c8","x9","y9","c9","x10","y10","c10","x11","y11","c11","x12","y12","c12","x13","y13","c13","x14","y14","c14","x15","y15","c15","x16","y16","c16","x17","y17","c17","x18","y18","c18","x19","y19","c19","x20","y20","c20","x21","y21","c21","x22","y22","c22","x23","y23","c23","x24","y24","c24"
298.087,103.612,0.907027,305.889,230.21,0.73454,209.317,232.843,0.584388,192.371,382.948,0.805428,0,0,0.333077,401.2,230.189,0.602932,423.406,372.484,0.838811,369.884,476.928,0.532272,311.133,466.463,0.317125,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,279.801,86.6434,0.915752,316.368,82.7086,0.910845,256.272,102.322,0.792603,342.423,101.027,0.663905,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
298.091,103.593,0.908173,304.617,230.233,0.725838,209.313,234.129,0.592345,192.323,382.912,0.8049,0,0,0,402.477,228.92,0.607409,424.662,371.183,0.836514,371.138,476.928,0.532443,309.806,466.453,0.314521,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,279.825,86.6259,0.912226,316.386,81.4654,0.912831,255.052,102.297,0.801159,342.428,103.615,0.679459,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
298.087,103.59,0.906751,305.92,230.216,0.731859,210.642,232.84,0.595406,192.341,381.637,0.806261,0,0,0,401.212,227.622,0.61625,424.662,371.157,0.835353,371.174,476.923,0.560078,311.115,466.45,0.319821,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,279.831,86.6271,0.91079,316.389,81.4588,0.912307,256.277,101.041,0.779045,342.431,99.7085,0.711209,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
298.088,103.593,0.909039,305.944,228.917,0.727952,209.332,234.099,0.583122,192.327,382.902,0.805219,0,0,0,402.51,227.619,0.603506,424.655,371.163,0.827141,371.16,476.924,0.514567,308.548,465.116,0.333281,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,279.83,86.6248,0.91121,317.608,82.6904,0.914663,256.312,101.01,0.748795,341.197,101.005,0.71653,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
298.093,103.613,0.908324,305.889,227.638,0.720763,209.341,234.105,0.58651,192.331,382.906,0.801895,0,0,0,401.168,227.574,0.601311,424.665,371.153,0.830399,371.142,476.926,0.489311,311.15,465.146,0.34204,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,279.823,86.6371,0.915083,317.606,82.7034,0.915962,256.309,101.039,0.745663,341.179,98.3603,0.719076,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
298.097,103.606,0.9084,305.891,228.922,0.726011,209.331,234.128,0.584417,192.366,382.928,0.797819,0,0,0,401.203,227.619,0.604042,424.673,371.131,0.830688,369.891,476.927,0.496694,309.847,465.165,0.349086,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,279.826,86.6519,0.917025,317.615,82.6918,0.917895,256.305,102.295,0.748204,342.435,97.0917,0.725959,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
298.104,103.607,0.906172,304.617,230.19,0.714562,209.32,234.132,0.58383,192.369,382.954,0.801757,0,0,0,399.907,226.316,0.619896,424.66,371.131,0.826969,371.141,476.926,0.504778,309.847,466.456,0.323837,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,279.822,86.6271,0.911125,317.614,82.6997,0.917531,256.28,101.033,0.743945,342.441,98.4166,0.728718,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
298.116,103.596,0.906158,304.603,228.935,0.714012,209.314,235.405,0.588743,192.342,382.91,0.806532,0,0,0,401.172,226.317,0.619719,424.7,369.876,0.836542,371.139,476.924,0.528569,311.115,467.78,0.316626,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,279.816,86.6295,0.912196,317.623,82.7056,0.918423,256.279,102.274,0.738743,342.425,99.7245,0.721329,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
298.116,103.61,0.904506,304.614,230.189,0.71452,208.032,234.157,0.585769,192.342,382.892,0.800748,0,0,0,401.209,227.575,0.610802,424.715,369.905,0.834961,371.162,476.923,0.530705,311.111,466.488,0.339055,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,279.829,86.6236,0.909664,317.616,82.707,0.917328,256.275,102.297,0.714712,342.422,99.6974,0.734747,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
298.119,103.609,0.903265,304.613,228.935,0.718847,208.045,235.425,0.581333,192.37,384.197,0.795278,0,0,0,401.184,226.331,0.614772,424.701,369.883,0.837537,371.157,476.923,0.528088,309.853,467.752,0.323278,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,279.83,86.6288,0.909756,317.622,82.7164,0.916282,255.054,102.299,0.722737,341.195,99.7109,0.721531,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
298.124,103.596,0.902788,304.596,230.197,0.718086,208.034,235.4,0.576107,192.336,384.19,0.797326,0,0,0,401.201,227.608,0.607097,424.665,371.155,0.829848,371.146,476.925,0.538431,312.417,467.76,0.318261,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,279.838,86.6276,0.909978,317.622,82.6939,0.91571,256.277,102.34,0.737129,341.198,103.615,0.699382,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
298.128,103.604,0.901975,304.577,228.9,0.709881,208.033,235.406,0.577692,192.358,382.921,0.81423,0,0,0,399.896,226.304,0.611525,424.649,371.166,0.828627,371.145,476.925,0.505044,309.811,466.448,0.320717,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,279.835,86.6267,0.90977,317.616,82.7215,0.914713,256.28,102.304,0.737385,341.188,102.285,0.69732,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
298.124,103.597,0.90381,304.619,230.201,0.726422,208.042,235.43,0.572182,191.092,381.643,0.798922,0,0,0,402.474,227.612,0.616349,424.715,369.858,0.831164,369.899,476.928,0.554812,311.124,469.071,0.303147,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,278.549,86.6095,0.913523,317.616,82.7265,0.91586,255.026,102.339,0.788162,342.433,99.7102,0.702209,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
298.113,103.6,0.907399,304.62,230.188,0.723952,209.327,235.411,0.572338,192.335,382.887,0.794831,0,0,0,401.193,227.604,0.608733,424.727,369.878,0.8313,371.154,476.925,0.564735,312.449,467.79,0.311178,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,279.775,86.6027,0.911392,317.609,82.7229,0.917831,256.317,99.7125,0.819188,342.435,99.6775,0.720569,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
298.115,103.6,0.906244,304.618,230.204,0.722982,208.048,235.424,0.561496,192.317,382.895,0.792608,0,0,0,402.48,227.622,0.609862,424.728,369.858,0.830156,371.149,476.927,0.515127,311.13,466.442,0.334628,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,279.779,86.6022,0.911467,317.609,82.72,0.917849,256.283,99.7405,0.817835,341.196,99.6596,0.717533,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
298.122,103.604,0.904425,304.634,230.23,0.726572,209.315,235.439,0.573275,191.087,381.644,0.803619,0,0,0,402.475,227.617,0.622281,425.962,369.876,0.830215,371.144,476.927,0.536781,311.111,466.479,0.326523,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,279.771,86.6048,0.913689,317.606,82.7219,0.91735,255.016,102.288,0.779796,341.193,98.3791,0.718204,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
298.103,103.607,0.904841,304.587,228.929,0.723027,209.329,235.42,0.580088,192.348,382.911,0.809077,0,0,0,399.904,226.306,0.617663,425.972,369.899,0.827506,369.896,476.93,0.487598,312.438,467.783,0.309873,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,278.544,86.6248,0.919224,316.388,82.7145,0.918971,255.006,103.579,0.757768,342.433,97.0971,0.726375,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
298.11,103.614,0.904549,304.626,230.193,0.717181,209.317,235.433,0.576609,192.334,382.937,0.802172,0,0,0,401.192,227.605,0.616312,424.701,369.873,0.836943,371.153,476.929,0.520012,313.732,467.757,0.328078,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,278.538,86.6244,0.91827,317.603,82.7212,0.916592,255,103.639,0.749648,342.431,97.1115,0.722649,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
298.112,103.617,0.905114,304.585,230.204,0.715867,209.308,235.453,0.571521,192.315,382.919,0.797251,0,0,0,401.182,227.626,0.608919,424.7,369.903,0.831684,371.159,476.928,0.502825,315.047,466.452,0.344266,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,279.772,86.62,0.911473,316.392,82.7294,0.913991,255.002,103.63,0.755999,342.441,98.4021,0.709815,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
298.108,103.63,0.904297,304.597,230.223,0.718294,209.315,235.419,0.574529,191.087,382.888,0.799981,0,0,0,401.171,228.912,0.605888,424.7,371.128,0.829951,371.153,476.929,0.520529,315.03,466.487,0.328279,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,279.774,86.6259,0.91505,317.604,82.7335,0.916016,254.997,106.198,0.768183,342.452,98.3685,0.70736,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
298.095,103.632,0.907152,304.606,231.49,0.72469,209.324,235.437,0.572324,191.089,382.95,0.794455,0,0,0,401.192,228.903,0.618906,424.716,369.89,0.823704,371.164,476.926,0.532061,312.444,465.134,0.321249,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,278.55,86.6247,0.913318,317.603,82.7335,0.917252,254.996,104.936,0.755914,342.425,97.1174,0.720086,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
298.109,103.645,0.903536,304.605,230.227,0.721958,209.304,236.722,0.580831,192.326,384.229,0.792343,0,0,0,399.904,227.594,0.620054,424.709,369.875,0.817726,371.176,476.925,0.542189,312.425,466.463,0.317098,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,279.776,86.6351,0.913106,317.615,82.7376,0.916653,254.969,103.626,0.763463,342.435,99.6751,0.714725,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
298.098,104.889,0.902673,304.569,230.222,0.713416,208.011,236.713,0.569389,192.349,382.92,0.799905,0,0,0,401.164,227.588,0.622886,424.706,369.903,0.825477,371.164,476.927,0.506299,313.735,466.477,0.329879,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,278.515,86.6485,0.921052,316.387,82.7551,0.914253,253.729,103.633,0.766098,341.195,98.3629,0.700899,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
298.103,104.888,0.902586,304.584,228.932,0.716732,209.322,235.411,0.573701,192.328,382.941,0.797816,0,0,0,399.892,227.571,0.626182,424.719,371.134,0.826057,371.16,476.928,0.509366,313.737,466.434,0.337148,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,278.521,86.6672,0.923195,316.392,82.7647,0.911179,254.98,103.634,0.745593,341.193,98.3642,0.705793,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
298.065,104.897,0.902105,304.598,228.917,0.721448,208.034,234.12,0.570364,191.074,381.625,0.801844,0,0,0,399.879,227.631,0.632442,424.672,371.141,0.832027,371.172,476.926,0.550248,313.751,466.477,0.311108,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,278.494,86.6649,0.924891,316.375,83.9982,0.913043,255.045,104.936,0.741585,341.156,97.095,0.733105,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
