"y0","y1","y2","y3","y4","y5","y6","y7","y8","y9","y10","y11","y12","y13","y14","y15","y16","y17","y18","y19","y20","y21","y22","y23","y24"
-0.474999999999781,38.3249999999997,0.325000000000131,38.8750000000002,-0.799999999999557,0.200000000000244,0.775000000000148,-0.624999999999432,78.3999999999992,40.2749999999997,0,0,117.224999999999,0,0,0.100000000000122,-0.0249999999997641,0.0500000000002387,-0.0250000000001194,0,0,0,0,0,0
-36.1250000000002,-38.4,-0.200000000000244,0.924999999999443,0.950000000000273,-0.525000000000375,-0.625000000000853,0.224999999998943,-0.849999999999795,-0.499999999999545,0,0,-77.5999999999996,0,0,0.250000000000128,0.0499999999998835,0.0999999999997669,37.6750000000001,0,0,0,0,0,0
0,-0.224999999999653,-0.0500000000002387,0.150000000000716,0.0249999999994088,0.150000000000006,-77.8999999999996,0.525000000000375,-77.6749999999993,-39.5499999999998,0,0,-78.1999999999996,0,0,-0.250000000000128,-0.349999999999895,-0.300000000000011,-37.875,0,0,0,0,0,0
0,-0.500000000000256,-0.124999999999886,-40.3250000000014,-1.02499999999992,-0.224999999999653,38.3250000000004,-0.0249999999994088,-38.6499999999998,-38.4249999999994,0,0,-0.200000000000955,0,0,-0.0499999999998835,0.0999999999997669,0.124999999999886,0.0750000000000028,0,0,0,0,0,0
-0.0999999999997669,0.450000000000017,-0.150000000000006,38.5750000000002,0.549999999999784,0.124999999999886,38.8499999999993,0.724999999999909,116.05,77.525,0,0,116.925000000001,0,0,0.249999999999773,0,0.200000000000244,0.300000000000011,0,0,0,0,0,0
-0.0750000000000028,0.249999999999773,0.0750000000003581,0.950000000000273,-0.274999999999181,0.325000000000131,-38.6499999999998,-0.875000000000625,-76.700000000001,-39.0500000000003,0,0,-78.0000000000001,0,0,-0.324999999999775,0.0500000000002387,-0.0500000000002387,-0.325000000000131,0,0,0,0,0,0
0.17499999999977,0.225000000000364,0.325000000000131,-0.399999999999068,-38.5500000000008,-0.400000000000489,0.7000000000005,-0.199999999999534,-0.724999999999909,-0.225000000000364,0,0,-0.225000000000364,0,0,0.199999999999889,0,0,0.325000000000131,0,0,0,0,0,0
-0.249999999999773,-0.325000000000131,-0.250000000000483,0.67499999999967,0.374999999999659,0.0250000000001194,37.7250000000004,0.525000000000375,38.7,0.35000000000025,0,0,0.37500000000108,0,0,-0.124999999999886,0.274999999999892,0,-0.0750000000000028,0,0,0,0,0,0
-0.200000000000244,0.524999999999665,0.100000000000477,0.650000000000261,0.150000000000716,0.450000000000017,1.24999999999886,0.175000000000125,1.02499999999992,38.4999999999991,0,0,39.1249999999999,0,0,0,-0.300000000000011,0.150000000000006,0.375000000000014,0,0,0,0,0,0
36.6,37.7000000000002,0.124999999999886,-0.850000000001216,37.8500000000003,-0.124999999999886,-0.249999999999773,-0.175000000000125,-39.1249999999999,-38.6749999999992,0,0,-39.425,0,0,0.124999999999886,-0.124999999999886,-0.249999999999773,-0.400000000000134,0,0,0,0,0,0
-36.3249999999997,0.0999999999997669,0,0.200000000000955,0.0999999999990564,0.300000000000011,-0.199999999999534,0.449999999999307,38.9750000000006,38.8000000000005,0,0,39.3249999999995,0,0,0.0250000000001194,0.300000000000011,0.199999999999534,0.375000000000014,0,0,0,0,0,0
36.5749999999998,0.250000000000483,0.274999999999892,1.07500000000016,-0.0249999999994088,0,-0.549999999999784,-1.22499999999945,-39.1249999999999,-38.7500000000003,0,0,-39.1750000000002,0,0,0.124999999999886,-0.0750000000000028,0.375000000000369,-0.0499999999998835,0,0,0,0,0,0
-0.274999999999892,-38.9000000000003,-0.69999999999979,-1.02499999999992,-0.624999999999432,-0.424999999999898,1.14999999999981,0.924999999999443,38.4249999999994,0.525000000000375,0,0,0.575000000000614,0,0,-0.175000000000125,0,-0.325000000000131,0.0750000000000028,0,0,0,0,0,0
-36.1750000000001,0.825000000000387,0.199999999999534,38.9499999999998,1.37499999999875,0.67499999999967,-0.300000000000011,1.02499999999992,0.100000000000477,-0.125000000001307,0,0,38.4,0,0,0.250000000000128,0.0499999999998835,0.0999999999997669,-0.0750000000000028,0,0,0,0,0,0
-0.250000000000128,37.7749999999999,0.150000000000006,-38.2750000000001,-0.374999999999659,-0.150000000000006,-0.150000000000716,-1.69999999999959,-38.9250000000004,-0.449999999999307,0,0,-77.825,0,0,-0.250000000000128,0.150000000000006,-0.174999999999415,-0.175000000000125,0,0,0,0,0,0
0.150000000000006,-76.6750000000002,-37.1000000000002,0.499999999999545,-39.2749999999992,-0.775000000000148,-0.924999999999443,-0.67499999999967,0.575000000000614,-0.0749999999996476,0,0,0.300000000000011,0,0,0.150000000000006,0.225000000000009,-0.0750000000003581,0.375000000000014,0,0,0,0,0,0
-0.450000000000017,76.8749999999997,36.9250000000001,77.4250000000009,-155.375000000001,0.775000000000148,1.00000000000051,-77.4750000000012,38.1749999999997,0.549999999999784,0,0,0.0249999999994088,0,0,-0.549999999999784,-1.00000000000016,0.625000000000142,-0.349999999999895,0,0,0,0,0,0
-0.999999999999801,-37.95,0.0750000000003581,-78.7750000000003,-77.9749999999993,-0.0500000000002387,-39.2499999999998,-116.725,-38.1749999999997,-38.8500000000008,0,0,38.5249999999999,0,0,-1.17499999999993,-36.5749999999998,-0.375000000000369,0.0499999999998835,0,0,0,0,0,0
-1.15000000000016,-0.974999999999682,-36.9,1.32499999999993,-196.925,-0.449999999999307,0.0999999999990564,78.5250000000005,77.525,38.7750000000011,0,0,78.6249999999995,0,0,-1.65000000000006,-0.600000000000023,-0.67499999999967,37.7000000000002,0,0,0,0,0,0
-37.1749999999999,-37.95,36.6500000000002,-39.5750000000007,-78.5750000000007,-0.35000000000025,-0.650000000000261,-157.975,-77.8999999999996,-38.9500000000012,0,0,-0.424999999999898,0,0,-36.8000000000002,-0.799999999999912,-0.574999999999903,0.150000000000006,0,0,0,0,0,0
